Title	Wiki_text	Clean_wiki_text	Wikidata_desc	Clean_wikidata_desc	Category
PayPal	"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1033289096""> <p class=""mw-empty-elt""> </p> <p><b>PayPal Holdings, Inc.</b> is an American multinational financial technology company operating an online payments system in the majority of countries that support online money transfers, and serves as an electronic alternative to traditional paper methods such as checks and money orders. The company operates as a payment processor for online vendors, auction sites and many other commercial users, for which it charges a fee. </p><p>Established in 1998 as Confinity, PayPal went public through an IPO in 2002. It became a wholly owned subsidiary of eBay later that year, valued at $1.5 billion. In 2015 eBay spun off PayPal to its shareholders, and PayPal became an independent company again. The company was ranked 134th on the 2021 Fortune 500 of the largest United States corporations by revenue.</p> "	paypal holdings inc is an american multinational financial technology company operating an online payments system in the majority of countries that support online money transfers and serves as an electronic alternative to traditional paper methods such as checks and money orders the company operates as a payment processor for online vendors auction sites and many other commercial users for which it charges a fee established in 1998 as confinity paypal went public through an ipo in 2002 it became a wholly owned subsidiary of ebay later that year valued at 15 billion in 2015 ebay spun off paypal to its shareholders and paypal became an independent company again the company was ranked 134th on the 2021 fortune 500 of the largest united states corporations by revenue	American worldwide online payments system	american worldwide online payments system	Companies
Universal Music Group	"<p class=""mw-empty-elt""> </p> <p><b>Universal Music Group N.V.</b> (often abbreviated as <b>UMG</b> and referred to as just <b>Universal Music</b>) is a Dutch–American multinational music corporation. UMG's corporate headquarters are located in Hilversum, Netherlands and its operational headquarters are located in Santa Monica, California. The biggest music company in the world, it is one of the ""Big Three"" record labels, along with Sony Music and Warner Music Group. Tencent acquired ten percent of Universal Music Group in March 2020 for €3 billion and acquired an additional ten percent stake in January 2021. Pershing Square Holdings later acquired ten percent of UMG prior to its IPO on the Euronext Amsterdam stock exchange. The company went public on September 21, 2021 at a valuation of €46 billion.</p><p>In 2019, <i>Fast Company</i> named Universal Music Group the most innovative music company and listed UMG among the Top 50 most innovative companies in the world and ""amid the music industry's digital transformation, Universal is redefining what a modern label should look like."" UMG has signed licensing agreements with more than 400 platforms worldwide.</p>"	universal music group nv often abbreviated as umg and referred to as just universal music is a dutch–american multinational music corporation umgs corporate headquarters are located in hilversum netherlands and its operational headquarters are located in santa monica california the biggest music company in the world it is one of the big three record labels along with sony music and warner music group tencent acquired ten percent of universal music group in march 2020 for €3 billion and acquired an additional ten percent stake in january 2021 pershing square holdings later acquired ten percent of umg prior to its ipo on the euronext amsterdam stock exchange the company went public on september 21 2021 at a valuation of €46 billionin 2019 fast company named universal music group the most innovative music company and listed umg among the top 50 most innovative companies in the world and amid the music industrys digital transformation universal is redefining what a modern label should look like umg has signed licensing agreements with more than 400 platforms worldwide	Dutch–American music corporation	dutch–american music corporation	Companies
Vaio	"<p class=""mw-empty-elt""> </p> <p><b>VAIO</b> is a brand of personal computers and consumer electronics, currently developed by Japanese manufacturer <b>VAIO Corporation</b><span> (<span title=""Japanese-language text""><span lang=""ja"">VAIO株式会社</span></span>, <span title=""Hepburn transliteration""><i lang=""ja-Latn"">Baio Kabushiki Kaisha</i></span>, <span><small>English: </small></span>)</span>, headquartered in Azumino, Nagano Prefecture. </p><p>VAIO (<span><span title=""Japanese-language text""><span lang=""ja"">バイオ</span></span></span>) was originally a brand of Sony, introduced in 1996. In February 2014, Sony created VAIO Corporation Inc., a special purpose company with investment firm Japan Industrial Partners, as part of its restructuring effort to focus on mobile devices. Sony maintains a minority stake in the new, independent company, which currently sells computers in the United States, Japan, India, and Brazil, and maintains exclusive marketing agreements in other regions. Sony still holds the intellectual property rights for the VAIO brand and logo.</p>"	vaio is a brand of personal computers and consumer electronics currently developed by japanese manufacturer vaio corporation vaio株式会社 baio kabushiki kaisha english headquartered in azumino nagano prefecture vaio バイオ was originally a brand of sony introduced in 1996 in february 2014 sony created vaio corporation inc a special purpose company with investment firm japan industrial partners as part of its restructuring effort to focus on mobile devices sony maintains a minority stake in the new independent company which currently sells computers in the united states japan india and brazil and maintains exclusive marketing agreements in other regions sony still holds the intellectual property rights for the vaio brand and logo	Line of computers and consumer electronics by VAIO corporation	line of computers and consumer electronics by vaio corporation	Companies
Viacom (2005–2019)	"<p>The second incarnation of <b>Viacom Inc.</b> (<span></span> <i title=""English pronunciation respelling""><span>VY</span>-ə-kom</i> or <span></span> <i title=""English pronunciation respelling""><span>VEE</span>-ə-kom</i>; a portmanteau of Video &amp; Audio Communications) was an American multinational mass media conglomerate with interests primarily in film and television, which was formed on December 31, 2005 as a spin-off of the original Viacom (founded by Ralph Baruch in 1952 as CBS Television Film Sales). It was one of two companies which succeeded the original Viacom, alongside the second incarnation of CBS Corporation; both were owned by National Amusements, a theater company controlled by businessman Sumner Redstone. The spin-off was structured so that CBS Corporation would be the legal successor to the first Viacom, with the second Viacom being an entirely separated company.</p><p>The second Viacom operated Viacom Media Networks, through which it controlled approximately 170 networks and reached approximately 700 million subscribers in approximately 160 countries. Viacom's studio assets included Paramount Pictures, MTV Films, and Nickelodeon Animation Studio, as well as a 30% ownership stake in the Rainbow S.p.A. animation studio. CBS Corporation retained the over-the-air broadcasting, television production, pay television subscription service, and publishing assets, which were previously owned by the first Viacom. The second Viacom was the world's ninth-largest media company in terms of revenue, and headquartered at One Astor Plaza in Midtown Manhattan, New York City. </p><p>The second merger between Viacom and CBS Corporation, creating the combined company ViacomCBS (now Paramount Global), was announced on August 13, 2019; the merger was completed on December 4, 2019.</p>"	the second incarnation of viacom inc vyəkom or veeəkom a portmanteau of video amp audio communications was an american multinational mass media conglomerate with interests primarily in film and television which was formed on december 31 2005 as a spinoff of the original viacom founded by ralph baruch in 1952 as cbs television film sales it was one of two companies which succeeded the original viacom alongside the second incarnation of cbs corporation both were owned by national amusements a theater company controlled by businessman sumner redstone the spinoff was structured so that cbs corporation would be the legal successor to the first viacom with the second viacom being an entirely separated companythe second viacom operated viacom media networks through which it controlled approximately 170 networks and reached approximately 700 million subscribers in approximately 160 countries viacoms studio assets included paramount pictures mtv films and nickelodeon animation studio as well as a 30 ownership stake in the rainbow spa animation studio cbs corporation retained the overtheair broadcasting television production pay television subscription service and publishing assets which were previously owned by the first viacom the second viacom was the worlds ninthlargest media company in terms of revenue and headquartered at one astor plaza in midtown manhattan new york city the second merger between viacom and cbs corporation creating the combined company viacomcbs now paramount global was announced on august 13 2019 the merger was completed on december 4 2019	former American global mass media from 2005 to 2019	former american global mass media from 2005 to 2019	Companies
Western Union	"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1033289096""> <p class=""mw-empty-elt""> </p> <p><b>The Western Union Company</b> is an American multinational financial services company, headquartered in Denver, Colorado. </p><p>Founded in 1851 as the <b>New York and Mississippi Valley Printing Telegraph Company</b> in Rochester, New York, the company changed its name to the <b>Western Union Telegraph Company</b> in 1856 after merging with a competitor. The company dominated the American telegraphy industry from the 1860s to the 1980s, pioneering technology such as telex and developing a range of telegraph-related services (including wire money transfer) in addition to its core business of transmitting and delivering telegram messages. </p><p>After experiencing financial difficulties, Western Union began to move its business away from communications in the 1980s and increasingly focused on its money transfer services. The company ceased its communications operations completely in 2006 and is now the second largest money transfer provider in the world. </p>"	the western union company is an american multinational financial services company headquartered in denver colorado founded in 1851 as the new york and mississippi valley printing telegraph company in rochester new york the company changed its name to the western union telegraph company in 1856 after merging with a competitor the company dominated the american telegraphy industry from the 1860s to the 1980s pioneering technology such as telex and developing a range of telegraphrelated services including wire money transfer in addition to its core business of transmitting and delivering telegram messages after experiencing financial difficulties western union began to move its business away from communications in the 1980s and increasingly focused on its money transfer services the company ceased its communications operations completely in 2006 and is now the second largest money transfer provider in the world	American financial services and communications company	american financial services and communications company	Companies
Alliant Techsystems	"<p class=""mw-empty-elt""> </p> <p><b>Alliant Techsystems Inc.</b> (<b>ATK</b>) was an American aerospace, defense, and sporting goods company with its headquarters in Arlington County, Virginia, in the United States. The company operated in 22 states, Puerto Rico, and other countries. ATK's revenue in the 2014 fiscal year was about US$4.78 billion. </p><p>On April 29, 2014, ATK announced that it would spin off its Sporting Group and merge its Aerospace and Defense Groups with Orbital Sciences Corporation.</p><p>The spinoff of the Sporting Group to create Vista Outdoor and the merger leading to the creation of Orbital ATK were completed on February 9, 2015; both companies began operations as separate entities on February 20, 2015.</p> <!-- NewPP limit report Parsed by mw1427 Cached time: 20220508013755 Cache expiry: 1814400 Reduced expiry: false Complications: [vary‐revision‐sha1, vary‐revision‐exists] CPU time usage: 0.336 seconds Real time usage: 0.430 seconds Preprocessor visited node count: 1505/1000000 Post‐expand include size: 29911/2097152 bytes Template argument size: 3220/2097152 bytes Highest expansion depth: 20/100 Expensive parser function count: 2/500 Unstrip recursion depth: 0/20 Unstrip post‐expand size: 6484/5000000 bytes Lua time usage: 0.189/10.000 seconds Lua memory usage: 4498319/52428800 bytes Number of Wikibase entities loaded: 1/400 --> <!-- Transclusion expansion time report (%,ms,calls,template) 100.00% 407.545 1 -total 36.62% 149.225 1 Template:Infobox_company 31.45% 128.173 1 Template:Infobox 24.02% 97.907 3 Template:Cite_web 19.97% 81.407 1 Template:Short_description 11.83% 48.209 1 Template:Pagetype 9.24% 37.648 1 Template:Undisclosed_paid 7.80% 31.778 1 Template:Ambox 7.06% 28.755 1 Template:Br_separated_entries 5.31% 21.635 1 Template:Use_mdy_dates -->"	alliant techsystems inc atk was an american aerospace defense and sporting goods company with its headquarters in arlington county virginia in the united states the company operated in 22 states puerto rico and other countries atks revenue in the 2014 fiscal year was about us478 billion on april 29 2014 atk announced that it would spin off its sporting group and merge its aerospace and defense groups with orbital sciences corporationthe spinoff of the sporting group to create vista outdoor and the merger leading to the creation of orbital atk were completed on february 9 2015 both companies began operations as separate entities on february 20 2015	1990–2015 aerospace company	1990–2015 aerospace company	Companies
BCE Inc.	<p><b>BCE Inc.</b>, formerly <b>Bell Canada Enterprises Inc.</b>, is a publicly traded Canadian holding company for Bell Canada, which includes telecommunications providers and various mass media assets under its subsidiary Bell Media Inc. Founded through a corporate reorganization in 1983 when Bell Canada, Northern Telecom, and other related companies all became subsidiaries of Bell Canada Enterprises Inc., it is one of Canada's largest corporations. The company is headquartered at 1 Carrefour Alexander-Graham-Bell in the Verdun borough of Montreal, Quebec, Canada. </p><p>BCE Inc. is a component of the S&amp;P/TSX 60 and is listed on the Toronto Stock Exchange (TSX: BCE). It was ranked as Canada's 17th largest corporation by revenue as of June 2014 and as the ninth-largest by capitalization as of June 2015.</p>	bce inc formerly bell canada enterprises inc is a publicly traded canadian holding company for bell canada which includes telecommunications providers and various mass media assets under its subsidiary bell media inc founded through a corporate reorganization in 1983 when bell canada northern telecom and other related companies all became subsidiaries of bell canada enterprises inc it is one of canadas largest corporations the company is headquartered at 1 carrefour alexandergrahambell in the verdun borough of montreal quebec canada bce inc is a component of the sampptsx 60 and is listed on the toronto stock exchange tsx bce it was ranked as canadas 17th largest corporation by revenue as of june 2014 and as the ninthlargest by capitalization as of june 2015	Bell Canada Enterprises	bell canada enterprises	Companies
Claris	<p><b>Claris International Inc.</b>, formerly <b>FileMaker Inc.</b>, is a computer software development company formed as a subsidiary company of Apple Computer (now Apple Inc.) in 1987. It was given the source code and copyrights to several programs that were owned by Apple, notably MacWrite and MacPaint, in order to separate Apple's application software activities from its hardware and operating systems activities. </p><p>In 1998, the company divested itself of all but its flagship product, and reformed as FileMaker Inc. In 2019, FileMaker Inc. announced at DevCon that it was restoring the Claris brand name. Also in 2019, Claris acquired Italian startup, Stamplay, a cloud-based integration platform which connects web services like Dropbox and Slack without writing code, and announced they would rename their product offering as Claris Connect.</p><p>The company develops, supports and markets the relational database program FileMaker. The FileMaker Platform is available for the macOS, Microsoft Windows and iOS operating systems and is aimed towards business users and power users. </p>	claris international inc formerly filemaker inc is a computer software development company formed as a subsidiary company of apple computer now apple inc in 1987 it was given the source code and copyrights to several programs that were owned by apple notably macwrite and macpaint in order to separate apples application software activities from its hardware and operating systems activities in 1998 the company divested itself of all but its flagship product and reformed as filemaker inc in 2019 filemaker inc announced at devcon that it was restoring the claris brand name also in 2019 claris acquired italian startup stamplay a cloudbased integration platform which connects web services like dropbox and slack without writing code and announced they would rename their product offering as claris connectthe company develops supports and markets the relational database program filemaker the filemaker platform is available for the macos microsoft windows and ios operating systems and is aimed towards business users and power users	computer software developer	computer software developer	Companies
Euronext	"<p class=""mw-empty-elt""> </p> <p><b>Euronext N.V.</b> (short for <b>European New Exchange Technology</b>) is a pan-European bourse that offers various trading and post-trade services. </p><p>Traded assets include regulated equities, exchange-traded funds (ETF), warrants and certificates, bonds, derivatives, commodities, foreign exchange as well as indices. In December 2021, it had nearly 2,000 listed issuers worth €6.9 trillion in market capitalisation. Euronext is also the largest center for debt and funds listings in the world, and provides technology and managed services to third parties. In addition to its main regulated market, it operates Euronext Growth and Euronext Access, providing access to listing for small and medium-sized enterprises. Euronext's commodity market includes the electric power exchange Nord Pool, as well as Fish Pool. </p><p>Post-trade services include clearing performed by Euronext's multi-asset clearing house, Euronext Clearing, as well as custody and settlement performed by Euronext's central securities depository (CSD), Euronext Securities. </p><p>Euronext's registered office and corporate headquarters are situated in Amsterdam and Paris, respectively.</p><p>Euronext traces its origins back to the world's first bourses, formed in the Low Countries' shifting trade centres: Bruge, Antwerp and Amsterdam in 1285, 1485 and 1602, respectively. In its present form, Euronext was founded by the merger of European Union (EU) stock exchanges at the turn of the 21st century, following the introduction of the single currency and harmonisation of financial markets. </p>"	euronext nv short for european new exchange technology is a paneuropean bourse that offers various trading and posttrade services traded assets include regulated equities exchangetraded funds etf warrants and certificates bonds derivatives commodities foreign exchange as well as indices in december 2021 it had nearly 2000 listed issuers worth €69 trillion in market capitalisation euronext is also the largest center for debt and funds listings in the world and provides technology and managed services to third parties in addition to its main regulated market it operates euronext growth and euronext access providing access to listing for small and mediumsized enterprises euronexts commodity market includes the electric power exchange nord pool as well as fish pool posttrade services include clearing performed by euronexts multiasset clearing house euronext clearing as well as custody and settlement performed by euronexts central securities depository csd euronext securities euronexts registered office and corporate headquarters are situated in amsterdam and paris respectivelyeuronext traces its origins back to the worlds first bourses formed in the low countries shifting trade centres bruge antwerp and amsterdam in 1285 1485 and 1602 respectively in its present form euronext was founded by the merger of european union eu stock exchanges at the turn of the 21st century following the introduction of the single currency and harmonisation of financial markets	pan-European bourse	paneuropean bourse	Companies
Freescale Semiconductor	<p><b>Freescale Semiconductor, Inc.</b> was an American semiconductor manufacturer. It was created by the divestiture of the Semiconductor Products Sector of Motorola in 2004. Freescale focused their integrated circuit products on the automotive, embedded and communications markets. It was bought by a private investor group in 2006, and subsequently merged into NXP Semiconductors in 2015.</p> 	freescale semiconductor inc was an american semiconductor manufacturer it was created by the divestiture of the semiconductor products sector of motorola in 2004 freescale focused their integrated circuit products on the automotive embedded and communications markets it was bought by a private investor group in 2006 and subsequently merged into nxp semiconductors in 2015	American company	american company	Companies
Infineon Technologies	"<p class=""mw-empty-elt""> </p> <p><b>Infineon Technologies AG</b> is a German semiconductor manufacturer founded in 1999, when the semiconductor operations of the former parent company Siemens AG were spun off. Infineon has about 50,280 employees and is one of the ten largest semiconductor manufacturers worldwide. In fiscal year 2021, the company achieved sales of €11.06 billion. Infineon bought Cypress in April 2020.</p> "	infineon technologies ag is a german semiconductor manufacturer founded in 1999 when the semiconductor operations of the former parent company siemens ag were spun off infineon has about 50280 employees and is one of the ten largest semiconductor manufacturers worldwide in fiscal year 2021 the company achieved sales of €1106 billion infineon bought cypress in april 2020	German high-tech company	german hightech company	Companies
Neustar	<p><b>Neustar, Inc.</b>, is an American technology company that provides real-time information and analytics for the Internet, risk, digital performance, defense, telecommunications, entertainment, and marketing industries, and also provides clearinghouse and directory services to the global communications and Internet industries. Neustar is the domain name registry for a number of top-level domains, including .biz, .us (on behalf of United States Department of Commerce), .co, .nyc (on behalf of the city of New York), and .in (on behalf of the National Internet Exchange of India). </p><p>Until the end of 2018, Neustar was also a North American Numbering Plan Administrator under behalf of the Federal Communications Commission, a role continued from its founder, Lockheed Martin. Their first contract was granted in 1997 and was renewed under its spun-off in 1999, 2004, and 2012. Since 2019, it has been replaced by Somos, Inc. </p>	neustar inc is an american technology company that provides realtime information and analytics for the internet risk digital performance defense telecommunications entertainment and marketing industries and also provides clearinghouse and directory services to the global communications and internet industries neustar is the domain name registry for a number of toplevel domains including biz us on behalf of united states department of commerce co nyc on behalf of the city of new york and in on behalf of the national internet exchange of india until the end of 2018 neustar was also a north american numbering plan administrator under behalf of the federal communications commission a role continued from its founder lockheed martin their first contract was granted in 1997 and was renewed under its spunoff in 1999 2004 and 2012 since 2019 it has been replaced by somos inc	American technology company	american technology company	Companies
SRI International	"<p class=""mw-empty-elt""> </p> <p><b>SRI International</b> (<b>SRI</b>) is an American nonprofit scientific research institute and organization headquartered in Menlo Park, California. The trustees of Stanford University established SRI in 1946 as a center of innovation to support economic development in the region. </p><p>The organization was founded as the <b>Stanford Research Institute</b>. SRI formally separated from Stanford University in 1970 and became known as SRI International in 1977. SRI performs client-sponsored research and development for government agencies, commercial businesses, and private foundations. It also licenses its technologies, forms strategic partnerships, sells products, and creates spin-off companies. SRI's headquarters are located near the Stanford University campus. </p><p>SRI's annual revenue in 2014 was approximately $540 million, which tripled from 1998 under the leadership of Curtis Carlson. In 1998, the organization was on the verge of bankruptcy when Carlson took over as CEO. Over the next sixteen years with Carlson as CEO, the organizational culture of SRI was transformed. SRI tripled in size, became very profitable, and created many world-changing innovations, using NABC Framework. Its best-known success—Siri, the personal assistant on the iPhone—came from a company SRI created and then sold to Apple. William A. Jeffrey has served as SRI's president and CEO since September 2014. </p><p>SRI employs about 2,100 people. Sarnoff Corporation, a wholly owned subsidiary of SRI since 1988, was fully integrated into SRI in January 2011.</p><p>SRI's focus areas include biomedical sciences, chemistry and materials, computing, Earth and space systems, economic development, education and learning, energy and environmental technology, security and national defense, as well as sensing and devices. SRI has received more than 4,000 patents and patent applications worldwide.</p>"	sri international sri is an american nonprofit scientific research institute and organization headquartered in menlo park california the trustees of stanford university established sri in 1946 as a center of innovation to support economic development in the region the organization was founded as the stanford research institute sri formally separated from stanford university in 1970 and became known as sri international in 1977 sri performs clientsponsored research and development for government agencies commercial businesses and private foundations it also licenses its technologies forms strategic partnerships sells products and creates spinoff companies sris headquarters are located near the stanford university campus sris annual revenue in 2014 was approximately 540 million which tripled from 1998 under the leadership of curtis carlson in 1998 the organization was on the verge of bankruptcy when carlson took over as ceo over the next sixteen years with carlson as ceo the organizational culture of sri was transformed sri tripled in size became very profitable and created many worldchanging innovations using nabc framework its bestknown success—siri the personal assistant on the iphone—came from a company sri created and then sold to apple william a jeffrey has served as sris president and ceo since september 2014 sri employs about 2100 people sarnoff corporation a wholly owned subsidiary of sri since 1988 was fully integrated into sri in january 2011sris focus areas include biomedical sciences chemistry and materials computing earth and space systems economic development education and learning energy and environmental technology security and national defense as well as sensing and devices sri has received more than 4000 patents and patent applications worldwide	United States research institute	united states research institute	Companies
Verisign	"<p class=""mw-empty-elt""> </p> <p><b>Verisign Inc.</b> is an American company based in Reston, Virginia, United States that operates a diverse array of network infrastructure, including two of the Internet's thirteen root nameservers, the authoritative registry for the <span>.com</span>, <link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r886049734""><span>.net</span>, and <link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r886049734""><span>.name</span> generic top-level domains and the <link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r886049734""><span>.cc</span> and <link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r886049734""><span>.tv</span> country-code top-level domains, and the back-end systems for the <link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r886049734""><span>.jobs</span>, <link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r886049734""><span>.gov</span>, and <link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r886049734""><span>.edu</span> sponsored top-level domains. Verisign also offers a range of security services, including managed DNS, distributed denial-of-service (DDoS) attack mitigation and cyber-threat reporting. </p><p>In 2010, Verisign sold its authentication business unit – which included Secure Sockets Layer (SSL) certificate, public key infrastructure (PKI), Verisign Trust Seal, and Verisign Identity Protection (VIP) services – to Symantec for $1.28 billion. The deal capped a multi-year effort by Verisign to narrow its focus to its core infrastructure and security business units. Symantec later sold this unit to DigiCert in 2017. On October 25, 2018, NeuStar, Inc. acquired VeriSign’s Security Service Customer Contracts. The acquisition effectively transferred Verisign Inc.’s Distributed Denial of Service (DDoS) protection, Managed DNS, DNS Firewall and fee-based Recursive DNS services customer contracts.</p><p>Verisign's former chief financial officer (CFO) Brian Robins announced in August 2010 that the company would move from its original location of Mountain View, California, to Dulles in Northern Virginia by 2011 due to 95% of the company's business being on the East Coast. The company is incorporated in Delaware.</p> "	verisign inc is an american company based in reston virginia united states that operates a diverse array of network infrastructure including two of the internets thirteen root nameservers the authoritative registry for the com net and name generic toplevel domains and the cc and tv countrycode toplevel domains and the backend systems for the jobs gov and edu sponsored toplevel domains verisign also offers a range of security services including managed dns distributed denialofservice ddos attack mitigation and cyberthreat reporting in 2010 verisign sold its authentication business unit – which included secure sockets layer ssl certificate public key infrastructure pki verisign trust seal and verisign identity protection vip services – to symantec for 128 billion the deal capped a multiyear effort by verisign to narrow its focus to its core infrastructure and security business units symantec later sold this unit to digicert in 2017 on october 25 2018 neustar inc acquired verisign ’ s security service customer contracts the acquisition effectively transferred verisign inc ’ s distributed denial of service ddos protection managed dns dns firewall and feebased recursive dns services customer contractsverisigns former chief financial officer cfo brian robins announced in august 2010 that the company would move from its original location of mountain view california to dulles in northern virginia by 2011 due to 95 of the companys business being on the east coast the company is incorporated in delaware	American Internet company	american internet company	Companies
Vodafone	"<p class=""mw-empty-elt""> </p> <p><b>Vodafone Group Plc</b> (<span></span>) is a British multinational telecommunications company. Its registered office and global headquarters are in Newbury, Berkshire, England. It predominantly operates services in Asia, Africa, Europe, and Oceania. </p><p>As of November 2020, Vodafone owns and operates networks in 22 countries, with partner networks in 48 further countries. Its Vodafone Global Enterprise division provides telecommunications and IT services to corporate clients in 150 countries.</p><p>Vodafone has a primary listing on the London Stock Exchange and is a constituent of the FTSE 100 Index. The company has a secondary listing on Nasdaq. </p>"	vodafone group plc is a british multinational telecommunications company its registered office and global headquarters are in newbury berkshire england it predominantly operates services in asia africa europe and oceania as of november 2020 vodafone owns and operates networks in 22 countries with partner networks in 48 further countries its vodafone global enterprise division provides telecommunications and it services to corporate clients in 150 countriesvodafone has a primary listing on the london stock exchange and is a constituent of the ftse 100 index the company has a secondary listing on nasdaq	British telecommunications company	british telecommunications company	Companies
Viad	<p><b>Viad Corp</b> provides experiential leisure travel and face-to-face events in the United States, Canada, the United Kingdom, Europe, and the United Arab Emirates via two divsions: GES and Pursuit. </p><p>Pursuit (formed in 2017) includes travel attractions and hotels in and around Banff, Denali, Glacier, Jasper, Kenai Fjords, and Waterton Lakes National Parks in Canada and the United States. Properties that Pursuit operates under its Glacier Park Collection include Grouse Mountain Lodge in Whitefish, Glacier Park Lodge in East Glacier, St. Mary Lodge and Resort in St. Mary, Stewart Hotel near Lake McDonald Lodge, Prince of Wales Hotel in Waterton, Alberta. Pursuit's Alaska Collection includes Denali Backcountry Lodge, Denali Backcountry Adventure, Denali Cabins, Talkeetna Alaskan Lodge, Seward Windsong Lodge, Kenai Fjords Wilderness Lodge, Kenai Fjords Tours.</p><p>GES partners with show organizers, exhibitors, and brand marketers to create face-to-face events. The company handles design and production, material handling, rigging, electrical, and other on-site event services.</p><p>The company evolved from <b>The Greyhound Corporation</b>, which established Greyhound Lines and later became a diversified conglomerate between the 1960s and the 1990s. </p>	viad corp provides experiential leisure travel and facetoface events in the united states canada the united kingdom europe and the united arab emirates via two divsions ges and pursuit pursuit formed in 2017 includes travel attractions and hotels in and around banff denali glacier jasper kenai fjords and waterton lakes national parks in canada and the united states properties that pursuit operates under its glacier park collection include grouse mountain lodge in whitefish glacier park lodge in east glacier st mary lodge and resort in st mary stewart hotel near lake mcdonald lodge prince of wales hotel in waterton alberta pursuits alaska collection includes denali backcountry lodge denali backcountry adventure denali cabins talkeetna alaskan lodge seward windsong lodge kenai fjords wilderness lodge kenai fjords toursges partners with show organizers exhibitors and brand marketers to create facetoface events the company handles design and production material handling rigging electrical and other onsite event servicesthe company evolved from the greyhound corporation which established greyhound lines and later became a diversified conglomerate between the 1960s and the 1990s	marketing, travel and recreation company	marketing travel and recreation company	Companies
Vimeo	"<p class=""mw-empty-elt""> </p> <p><b>Vimeo, Inc.</b> (<span></span>) is an American video hosting, sharing, and services platform provider headquartered in New York City. Vimeo focuses on the delivery of high-definition video across a range of devices. Vimeo's business model is through software as a service (SaaS). They derive revenue by providing subscription plans for businesses and video content producers. Vimeo provides its subscribers with tools for video creation, editing, and broadcasting, enterprise software solutions, as well as the means for video professionals to connect with clients and other professionals. As of 2021, the site has 200 million users, with around 1.6 million subscribers to its services. </p><p>The site was initially built by Jake Lodwick and Zach Klein in 2004 as a spin-off of CollegeHumor to share humor videos among colleagues, though put to the side to support the growing popularity of CollegeHumor. IAC acquired CollegeHumor and Vimeo in 2006, and after Google had acquired YouTube for over <span>US$1.65 billion</span>, IAC directed more effort into Vimeo to compete against YouTube, focusing on providing curated content and high-definition video to distinguish itself from other video sharing sites. Lodwick and Klein eventually left by 2009, and IAC implemented a more corporate-focused structure to build out Vimeo's services, with current CEO Anjali Sud having been in place since July 2017. IAC spun off Vimeo as a standalone public company in May 2021. </p>"	vimeo inc is an american video hosting sharing and services platform provider headquartered in new york city vimeo focuses on the delivery of highdefinition video across a range of devices vimeos business model is through software as a service saas they derive revenue by providing subscription plans for businesses and video content producers vimeo provides its subscribers with tools for video creation editing and broadcasting enterprise software solutions as well as the means for video professionals to connect with clients and other professionals as of 2021 the site has 200 million users with around 16 million subscribers to its services the site was initially built by jake lodwick and zach klein in 2004 as a spinoff of collegehumor to share humor videos among colleagues though put to the side to support the growing popularity of collegehumor iac acquired collegehumor and vimeo in 2006 and after google had acquired youtube for over us165 billion iac directed more effort into vimeo to compete against youtube focusing on providing curated content and highdefinition video to distinguish itself from other video sharing sites lodwick and klein eventually left by 2009 and iac implemented a more corporatefocused structure to build out vimeos services with current ceo anjali sud having been in place since july 2017 iac spun off vimeo as a standalone public company in may 2021	business providing a video hosting platform	business providing a video hosting platform	Companies
Exelis Inc.	<p><b>Exelis Inc.</b>, was a global aerospace, defense, information and services company created in October 2011 as a result of the spinoff of ITT Corporation's defense business into an independent, publicly traded company. The company was headquartered in Tysons Corner, Virginia, USA and was led by CEO and President David F. Melcher. <i>The Washington Post</i> highlighted Exelis as a top company in the Washington, D.C. region in 2011. It was acquired by the Harris Corporation for $4.75 billion in 2015. </p>	exelis inc was a global aerospace defense information and services company created in october 2011 as a result of the spinoff of itt corporations defense business into an independent publicly traded company the company was headquartered in tysons corner virginia usa and was led by ceo and president david f melcher the washington post highlighted exelis as a top company in the washington dc region in 2011 it was acquired by the harris corporation for 475 billion in 2015	American aerospace and defense company	american aerospace and defense company	Companies
